NAME,LATDD,LONGDD,IS_DUPLICATE,VILLA
NANDANA,-1.8,36.03,1,NANDANA
KITIRI,-0.52,36.47,1,KITIRI
KITIRI,-0.52,36.47,2,KITIRI
NANDARASISETTLEMENT,-0.53,36.58,1,NANDARASISETTLEMENT
NANDERA,0.07,37.92,1,NANDERA
NANDEREMA,0.02,34.07,1,NANDEREMA
NANDETSUBLOCATION,0.3,35.58,1,NANDETSUBLOCATION
NANDIBEARS,0.1,35.18,1,NANDIBEARS
NANDIDISTRICT,0.25,35.08,1,NANDIDISTRICT
NANDIEASTOLESOSROAD,0.2,35.28,1,NANDIEASTOLESOSROAD
NANDIEASTOLESOSROAD,0.2,35.28,2,NANDIEASTOLESOSROAD
NANDIESCARPMENT,0.37,34.95,1,NANDIESCARPMENT
NANDIHILLS,0.12,35.18,1,NANDIHILLS
NANDIGWA,0.55,34.38,1,NANDIGWA
NANDIGWA,0.55,34.38,2,NANDIGWA
NANDIROCK,-0.02,34.87,1,NANDIROCK
NANDIROCK,-0.02,34.87,2,NANDIROCK
NANDITEAESTATE,0.08,35.2,1,NANDITEAESTATE
NANERE,-1.15,34.47,1,NANERE
NANETISLAND,2.7,36.6,1,NANETISLAND
NANGA,-0.15,34.73,1,NANGA
NANGA,-0.15,34.73,2,NANGA
NANGA OLDOINYO,0.08,37.63,1,NANGA OLDOINYO
NANGAESTATE,-1.03,37.18,1,NANGAESTATE
NANGAMANAT,4.13,35.7,1,NANGAMANAT
NANGANDA,0.42,34.62,1,NANGANDA
NANGARABAT,1.07,36.37,1,NANGARABAT
NANGARO,0.88,36.9,1,NANGARO
NANGARO,0.87,36.92,2,NANGARO
NANGENI,0.6,34.47,1,NANGENI
NANGENI,0.42,34.3,2,NANGENI
NANGINA,0.27,34.1,1,NANGINA
NANGINA,0.28,34.08,2,NANGINA
NANGININGINI,0.03,34.15,1,NANGININGINI
NANGOMA,0.35,34.15,1,NANGOMA
NANGONGUROKWE,0.93,37.13,1,NANGONGUROKWE
NANGOSIA,0.27,34.1,1,NANGOSIA
NANGULECHOM,3.63,34.95,1,NANGULECHOM
NANGULECHOM,3.63,34.95,2,NANGULECHOM
NANGULECHOMHILLS,3.6,34.95,1,NANGULECHOMHILLS
NANGULECHOMHILLS,3.6,34.95,2,NANGULECHOMHILLS
NANGURU,-0.05,37.77,1,NANGURU
NANIGI,-0.87,39.9,1,NANIGI
NANI,-0.85,39.87,1,NANI
NANI,-0.85,39.87,2,NANI
NANI,-0.85,39.87,3,NANI
NANIGIWEST,-0.85,39.08,1,NANIGIWEST
NANJOGO,-1.03,36.75,1,NANJOGO
NANKERE,-0.1,37.82,1,NANKERE
NANKOLIN,0.95,37.7,1,NANKOLIN
NANUGO,0.35,34.9,1,NANUGO
NANUKOR,4.52,35.03,1,NANUKOR
NANYANGAMURA,3.03,34.9,1,NANYANGAMURA
NANYANGATEN,1.8,36.7,1,NANYANGATEN
NANYORI GOF,2.3,37.9,1,NANYORI GOF
NANYUKI,1.03,36.68,1,NANYUKI
NANYUKI,0.02,37.07,2,NANYUKI
NANYUKI ENGARE,0.35,36.92,1,NANYUKI ENGARE
NANYUKIE ONGATA,1.32,36.07,1,NANYUKIE ONGATA
NANYUKIE SOIT,1.35,36.85,1,NANYUKIE SOIT
NANYUKIFORESTSTATION,-0.08,37.1,1,NANYUKIFORESTSTATION
NANYUKINORTH,-0.12,37.23,1,NANYUKINORTH
NANYUKITARN,-0.15,37.3,1,NANYUKITARN
NANYUNGU,0.15,34.08,1,NANYUNGU
NAOIATUBA,4.05,35.73,1,NAOIATUBA
NAOIYAPIE,3.85,34.63,1,NAOIYAPIE
NAOKKEWAN,0.8,36.95,1,NAOKKEWAN
NAON,0.35,35.6,1,NAON
NAON,0.37,35.63,2,NAON
NAONI,-3.53,38.37,1,NAONI
NAORI,1.68,36.57,1,NAORI
NAPAKAIKOI,2.62,34.87,1,NAPAKAIKOI
NAPAKAIKOI,2.62,34.87,2,NAPAKAIKOI
NAPAKESAGIRRA,2.78,35.48,1,NAPAKESAGIRRA
NAPAO,2.87,35.43,1,NAPAO
NAPARA,0.63,34.42,1,NAPARA
NAPARIPARI,2.28,36.07,1,NAPARIPARI
NAPAS,3.9,34.75,1,NAPAS
NAPAS,3.9,34.75,2,NAPAS
NAPASHAKOTOK,1.4,37.55,1,NAPASHAKOTOK
NAPATHENYANG,3.62,35.82,1,NAPATHENYANG
NAPATON,4.42,35.65,1,NAPATON
NAPE INDOINYO,-1.07,36.32,1,NAPE INDOINYO
NAPEDETHILLS,2.9,35.88,1,NAPEDETHILLS
NAPEDETHILLS,2.9,35.88,2,NAPEDETHILLS
NAPEICHOM,4.12,34.2,1,NAPEICHOM
NAPEIMALER,2.23,35.2,1,NAPEIMALER
NAPEITANIT,3.3,35.88,1,NAPEITANIT
NAPEITAU,2.02,36.27,1,NAPEITAU
CATHEDRALROCK,2.23,36.57,1,CATHEDRALROCK
CATHEDRALROCK,2.23,36.57,2,CATHEDRALROCK
NAPIOT,2.42,35.45,1,NAPIOT
NAPIOT,2.4,35.4,2,NAPIOT
NAPIPERE,0.93,36.78,1,NAPIPERE
NAPOLIMORU,2.3,35.23,1,NAPOLIMORU
NAPOLIMORU,2.3,35.23,2,NAPOLIMORU
NAPOW,4.32,35.07,1,NAPOW
NAPOYE,3.25,35.6,1,NAPOYE
NAPOYE,3.25,35.6,2,NAPOYE
NAPUNG,1.85,36.63,1,NAPUNG
NARABARI,-1.18,34.48,1,NARABARI
NARAKIA,3.38,34.92,1,NARAKIA
NARANGAI,-0.8,35.92,1,NARANGAI
NARANGAI,-0.82,35.02,2,NARANGAI
NARASHA LAKE,0.05,35.53,1,NARASHA LAKE
NARASHA,-1.25,35.05,1,NARASHA
NARASHA,-1.25,35.05,2,NARASHA
NARASHAFORESTSTATION,0.02,35.68,1,NARASHAFORESTSTATION
NARENGMOR,4.02,35.02,1,NARENGMOR
NARIOKOTOMBE,4.13,35.93,1,NARIOKOTOMBE
NARIOKOTOMBE,4.13,35.93,2,NARIOKOTOMBE
NARISHMDU,-1.6,35.87,1,NARISHMDU
NAROBIL,-0.95,35.62,1,NAROBIL
NAROK,-1.08,35.87,1,NAROK
ELDOINYONAROKHILL,-1.7,36.07,1,ELDOINYONAROKHILL
ELDOINYONAROKHILL,-1.7,36.07,2,ELDOINYONAROKHILL
ELDOINYONAROKHILL,-1.7,36.07,3,ELDOINYONAROKHILL
NAROK ENDOINYO,-1.78,36.75,1,NAROK ENDOINYO
NAROK ENGARE,-1.22,35.88,1,NAROK ENGARE
NAROK ENGARE,-1.22,35.88,2,NAROK ENGARE
NAROK ENGARE,0.92,36.68,3,NAROK ENGARE
NAROK EUASO,0.52,36.87,1,NAROK EUASO
NAROK EUASO,0.52,36.87,2,NAROK EUASO
NAROK EUASO,0.52,36.87,3,NAROK EUASO
NAROK EUASO,0.52,36.87,4,NAROK EUASO
NAROK EUASO,0.52,36.87,5,NAROK EUASO
NAROK EUASO,0.52,36.87,6,NAROK EUASO
NAROK EUASO,0.52,36.87,7,NAROK EUASO
NAROKDISTRICT,-1.25,35.75,1,NAROKDISTRICT
NAROKESTATE,-0.95,37.1,1,NAROKESTATE
NAROKOLUGUNY,-1.77,35.75,1,NAROKOLUGUNY
NAROKOMOM,-1.03,36.78,1,NAROKOMOM
NAROKRANCH,0.38,36.58,1,NAROKRANCH
NAROKWE,0.55,36.02,1,NAROKWE
NAROMORU,-0.02,37.02,1,NAROMORU
NAROMORU,-0.05,36.9,2,NAROMORU
NAROMORU,-0.05,36.9,3,NAROMORU
NAROMORULINKROAD,-0.15,37.12,1,NAROMORULINKROAD
NAROMORUROUTE,-0.02,37.27,1,NAROMORUROUTE
NAROMORUTARN,-0.02,37.3,1,NAROMORUTARN
NARONGORR,3.23,35.05,1,NARONGORR
NAROSURA,-1.55,35.8,1,NAROSURA
NAROSURA,-1.53,35.87,2,NAROSURA
NAROSURA,-1.55,35.88,3,NAROSURA
NAROSURRAFARM,0.05,35.78,1,NAROSURRAFARM
NAROTOTIN,3.72,35.2,1,NAROTOTIN
NARU,0.03,35.03,1,NARU
NARUMA,2.2,36.02,1,NARUMA
NARUORO,2.28,35.03,1,NARUORO
NARUTARAKUA,-1.68,35.7,1,NARUTARAKUA
NASAGUM,0.52,35.95,1,NASAGUM
NASAIA,-0.97,36.57,1,NASAIA
NASAKWE,-0.58,34.82,1,NASAKWE
NASAMPOLAI,-0.82,36.12,1,NASAMPOLAI
NASAMPOLAI,-1.82,36.15,2,NASAMPOLAI
NASEBA OLDOINYO,-2.03,37.63,1,NASEBA OLDOINYO
NASEWASUBLOCATION,0.38,34.25,1,NASEWASUBLOCATION
NASHA,-1.97,36.95,1,NASHA
NASHEPA SOIT,1.22,37.7,1,NASHEPA SOIT
NASIA,-0.27,37.12,1,NASIA
NASIA,-0.27,37.12,2,NASIA
NASIBU,-3.48,39.68,1,NASIBU
ENEGARAMAI LAKE,-1.75,36.28,1,ENEGARAMAI LAKE
ENEGARAMAI LAKE,-1.75,36.28,2,ENEGARAMAI LAKE
ENEGARAMAI LAKE,-1.75,36.28,3,ENEGARAMAI LAKE
ENEGARAMAI LAKE,-1.75,36.28,4,ENEGARAMAI LAKE
NASIRESWA,1.47,36.03,1,NASIRESWA
NASITNA,2.62,34.92,1,NASITNA
NASOGOI,1.15,36.37,1,NASOGOI
NASOGOI,1.15,36.37,2,NASOGOI
NASOGOLO,2.77,34.8,1,NASOGOLO
NASOGOLOHILLS,2.73,34.82,1,NASOGOLOHILLS
NASOKOL,1.27,35.08,1,NASOKOL
NASOLOT,1.08,35.4,1,NASOLOT
NASOLETPEAK,1.82,35.4,1,NASOLETPEAK
NASOLETPEAK,1.82,35.4,2,NASOLETPEAK
NASORANCH,0.43,36.97,1,NASORANCH
NASSURARNA,-2.2,36.3,1,NASSURARNA
NASSURARNA,-2.2,36.3,2,NASSURARNA
NASURRANA,-2.15,36.3,1,NASURRANA
NATADAU,2.9,36.18,1,NATADAU
NATAKILI,-1.25,34.82,1,NATAKILI
NATAKILI,-1.25,34.82,2,NATAKILI
NATAN,1.05,36.1,1,NATAN
NATAPAIN,2.75,34.88,1,NATAPAIN
NATAPARA,3.53,34.75,1,NATAPARA
NATAPARIN,2.75,34.88,1,NATAPARIN
NATAPARIN,2.75,34.88,2,NATAPARIN
NATAPARINARENGUK,2.05,35.07,1,NATAPARINARENGUK
NATARUK,1.03,36.43,1,NATARUK
NATHAGAIT,2.4,35.4,1,NATHAGAIT
NATHAJAIT,2.58,35.8,1,NATHAJAIT
NATHANTI,-1.22,34.62,1,NATHANTI
NATHEKUNA,3.2,34.58,1,NATHEKUNA
NATHELOT,1.65,36.02,1,NATHELOT
NATHIKENA,1.6,35.97,1,NATHIKENA
NATHURA,3.98,35.8,1,NATHURA
NATHURUKEN,4.23,35.25,1,NATHURUKEN
NATIEKET,4.2,35.68,1,NATIEKET
NATIR,2.48,36.77,1,NATIR
NATIRA,1.08,35.27,1,NATIRA
NATIRAPASS,3.7,35.07,1,NATIRAPASS
NATIRI,0.75,34.9,1,NATIRI
NATIRICORNER,0.75,34.9,1,NATIRICORNER
NATOKOCH,2.42,35.25,1,NATOKOCH
NATOME,2.8,36.23,1,NATOME
NATOO,4.2,35.92,1,NATOO
NATORBE,0.63,37.72,1,NATORBE
NATUDAU,4.53,35.32,1,NATUDAU
NATUROKAN,2.6,34.92,1,NATUROKAN
NATUROKAN,2.6,34.92,2,NATUROKAN
NATWANA,0.9,35.15,1,NATWANA
NAUBWELLAEKIRRI,2.47,36.38,1,NAUBWELLAEKIRRI
NAUBWELLAEKIRRI,2.47,36.38,2,NAUBWELLAEKIRRI
NAUDAM,-1.32,37.27,1,NAUDAM
NAUDU,1.05,36.02,1,NAUDU
NAUDU,1.1,36.1,2,NAUDU
NAAKOT,3.48,34.45,1,NAAKOT
NAAKOT,3.48,34.45,2,NAAKOT
NAUMONI,-0.08,35.45,1,NAUMONI
NAUNEERI,1.03,36.68,1,NAUNEERI
NAUNEERI,1.03,36.68,2,NAUNEERI
NAUNGANWIN,3.27,35.22,1,NAUNGANWIN
NAUNYET,3.77,34.37,1,NAUNYET
NAURUTO,4.58,35.08,1,NAURUTO
NAUSELIGADELI,1.52,36.65,1,NAUSELIGADELI
NAUWON,2.03,36.02,1,NAUWON
NAVAKHOLO,0.42,34.68,1,NAVAKHOLO
NAVILLUSESTATE,0.72,35.2,1,NAVILLUSESTATE
NAWAKIRING,3.87,35.4,1,NAWAKIRING
NAWATON,3.85,34.68,1,NAWATON
NAWEYAPONG,2.42,34.95,1,NAWEYAPONG
NAWIGWI,1.98,35.18,1,NAWIGWI
NAWOLO,0.35,34.13,1,NAWOLO
NAIAHILL,-0.35,34.3,1,NAIAHILL
NAIAHILL,-0.35,34.3,2,NAIAHILL
NAYA,-0.37,34.3,1,NAYA
NAIABAY,-0.37,34.28,1,NAIABAY
NAIABAY,-0.37,34.28,2,NAIABAY
NAYANAEKOORIN,4.12,35.75,1,NAYANAEKOORIN
NAYASUBLOCATION,-0.28,34.32,1,NAYASUBLOCATION
NAZARETH,-1.13,36.73,1,NAZARETH
NBOA,-0.63,36.87,1,NBOA
NCHANZUUSUBLOCATION,-3.07,39.3,1,NCHANZUUSUBLOCATION
NCHIRU,0.13,37.73,1,NCHIRU
NCHIRU,0.13,37.73,2,NCHIRU
NCHORONYUKI,0.32,37.7,1,NCHORONYUKI
NCHUNGURU,0.27,37.92,1,NCHUNGURU
NCHURA,0.12,37.75,1,NCHURA
NCUUI,0.23,37.8,1,NCUUI
NDAATAI,-1.87,37.28,1,NDAATAI
NDAATAI,-1.87,37.28,2,NDAATAI
ENDABIBI,-0.72,36.27,1,ENDABIBI
ENDABIBI,-0.72,36.27,2,ENDABIBI
NDABIBIESTATES,-0.72,36.2,1,NDABIBIESTATES
NDAGANI,-0.32,37.65,1,NDAGANI
NDAGANISUBLOCATION,-0.32,37.65,1,NDAGANISUBLOCATION
NDAGENE,-0.07,37.6,1,NDAGENE
NDAGENE,-0.07,37.6,2,NDAGENE
NDAJERI,-0.07,38.77,1,NDAJERI
NDAKAINI,-0.08,36.08,1,NDAKAINI
NDAKAINISUBLOCATION,-0.08,36.08,1,NDAKAINISUBLOCATION
NDAKALU,0.73,34.45,1,NDAKALU
NDAKALU,0.73,34.45,2,NDAKALU
NDAKALU,0.73,34.45,3,NDAKALU
NDAKALU,0.73,34.45,4,NDAKALU
NDAKALU,0.73,34.45,5,NDAKALU
NDAKALU,0.73,34.45,6,NDAKALU
NDAKANI,-1.87,38.42,1,NDAKANI
NDAKANISUBLOCATION,-1.87,38.43,1,NDAKANISUBLOCATION
HADAKITHIMAHILL,-3.35,39.2,1,HADAKITHIMAHILL
HADAKITHIMAHILL,-3.35,39.2,2,HADAKITHIMAHILL
NDALAI,-1.15,37.8,1,NDALAI
NDALAI,-1.13,37.8,2,NDALAI
NDALAITA,0.28,36.05,1,NDALAITA
NDALAITA,0.28,36.05,2,NDALAITA
NDALANI,-1.55,37.43,1,NDALANI
NDALANI,-1.07,37.48,2,NDALANI
NDALASYANI,-1.25,37.58,1,NDALASYANI
NDALASYANI,-1.25,37.58,2,NDALASYANI
NDALAT,0.53,35.1,1,NDALAT
NDALAT,0.52,35.08,2,NDALAT
NDALATSUBLOCATION,0.52,35.07,1,NDALATSUBLOCATION
NDAMAMA,-0.92,35.02,1,NDAMAMA
NDAMBWE,-2.32,40.72,1,NDAMBWE
NDAMBWE,-2.32,40.72,2,NDAMBWE
NDAMICHONI,-0.8,35.18,1,NDAMICHONI
NDANAI,-0.08,35.08,1,NDANAI
NDANAI,-0.08,35.1,2,NDANAI
NDANAIDAM,0.02,35.88,1,NDANAIDAM
NDANAISUBLOCATION,-0.08,35.08,1,NDANAISUBLOCATION
NDANDAANI,-1.58,37.38,1,NDANDAANI
NDARA,-3.43,38.58,1,NDARA
NDARA,-3.48,38.53,2,NDARA
NDARA,-3.52,38.6,3,NDARA
NDARA,-3.52,38.6,4,NDARA
NDARA,-3.48,38.68,5,NDARA
ILDARAKWA,-0.07,36.52,3,ILDARAKWA
ILDARAKWA,-0.07,36.52,4,ILDARAKWA
NDARAGWASETTLEMENT,-0.08,36.48,1,NDARAGWASETTLEMENT
NDARAKIESTATE,-1.07,36.9,1,NDARAKIESTATE
NDARAKWA,-1.82,35.58,1,NDARAKWA
NDARAKWA,-1.82,35.58,2,NDARAKWA
DARAGWAHILLS,-1.8,35.63,1,DARAGWAHILLS
DARAGWAHILLS,-1.8,35.63,2,DARAGWAHILLS
NDARAKWA,-1.22,36.62,3,NDARAKWA
NDARAPO,-2.13,39.25,1,NDARAPO
ENTARAKWET,-0.07,35.37,1,ENTARAKWET
ENTARAKWET,-0.07,35.37,2,ENTARAKWET
ENTARAKWET,-0.07,35.37,3,ENTARAKWET
ENTARAKWET,-0.07,35.37,4,ENTARAKWET
ENTARAKWET,-0.07,35.37,5,ENTARAKWET
ENTARAKWET,-0.07,35.37,6,ENTARAKWET
NDARAWETTA,-0.68,35.38,1,NDARAWETTA
NDARAWETTA,-0.68,35.38,2,NDARAWETTA
NDARAWETA,-0.68,35.37,1,NDARAWETA
NDARAWETA,-0.68,35.37,2,NDARAWETA
NDARAWETA,-0.68,35.37,3,NDARAWETA
NDAREFOREST,0.02,37.35,1,NDAREFOREST
NDAROINI,-0.05,37.13,1,NDAROINI
NDAROINI,-0.05,37.15,2,NDAROINI
NDARUGU,-1.08,37.05,1,NDARUGU
ENDARUKO,-0.95,36.82,1,ENDARUKO
ENDARUKO,-0.95,36.82,2,ENDARUKO
NDARUGU,-1.08,37.08,2,NDARUGU
ENDARUKO,-1.12,37.02,3,ENDARUKO
ENDARUKO,-1.12,37.02,4,ENDARUKO
NDARUGUFARM,-1.08,37.08,1,NDARUGUFARM
NDARUGUPOWERSTATION,-1.1,37.05,1,NDARUGUPOWERSTATION
NDATANI,-0.58,38.37,1,NDATANI
NDATANI,-0.58,38.37,2,NDATANI
NDATANI,-1.85,38.03,3,NDATANI
NDATANI,-3.65,39.37,4,NDATANI
NDATANI,-2.92,38.57,5,NDATANI
NDATANI,-1.52,37.85,6,NDATANI
NDATANI,-1.52,37.85,7,NDATANI
NDATANI,-0.58,38.37,8,NDATANI
NDATANI,-0.65,38.48,9,NDATANI
NDATANI,-0.65,38.48,10,NDATANI
NDATANI,-0.65,38.48,11,NDATANI
NDATE,-0.2,34.2,1,NDATE
NDATE,-0.2,34.2,2,NDATE
NDATE,-0.2,34.2,3,NDATE
NDATHA,-0.53,38.05,1,NDATHA
NDATHI,-0.3,37.12,1,NDATHI
NDAU,0.55,35.95,1,NDAU
NDAU,0.57,36.05,2,NDAU
NDAUNI,-2.02,37.43,1,NDAUNI
NDAUNI,-1.72,37.73,2,NDAUNI
NDAUNI,-4.13,39.23,3,NDAUNI
NDAVAYA,-4.25,39.02,1,NDAVAYA
NDAVAYA,-4.25,39.02,2,NDAVAYA
NDAVAYALOCATION,-4.2,39.13,1,NDAVAYALOCATION
NDAVAYASUBLOCATION,-4.03,39.13,1,NDAVAYASUBLOCATION
CHIVI,-0.22,34.12,1,CHIVI
CHIVI,-0.22,34.12,2,CHIVI
CHIVI,-0.22,34.12,3,CHIVI
NDEGWE,0.1,34.37,1,NDEGWE
NDEIYA,-1.12,36.6,1,NDEIYA
KAMANGU,-1.23,36.6,1,KAMANGU
KAMANGU,-1.23,36.6,2,KAMANGU
NDEIYA,-1.27,36.62,2,NDEIYA
NDEIYALOCATION,-1.13,36.6,1,NDEIYALOCATION
NDEKEI,-0.93,36.9,1,NDEKEI
NDEKEI,-0.93,36.92,2,NDEKEI
NDEKWE,0.05,33.98,1,NDEKWE
NDENDERU,-1.18,36.75,1,NDENDERU
NDENGA,0.23,34.02,1,NDENGA
NDENGASUBLOCATION,0.25,34.02,1,NDENGASUBLOCATION
NDENGELWA,0.58,34.58,1,NDENGELWA
NDENGENISHI,-0.97,34.82,1,NDENGENISHI
NDERA,-2.97,40.08,1,NDERA
NDERALOCATION,-2.97,40.08,1,NDERALOCATION
NDERBOIWET,-0.57,35.35,1,NDERBOIWET
NDERE,-0.32,34.27,1,NDERE
BAROSENO,0.1,34.27,1,BAROSENO
BAROSENO,0.1,34.27,2,BAROSENO
BAROSENO,0.13,34.37,3,BAROSENO
BAROSENO,0.13,34.37,4,BAROSENO
NDERE,-0.65,34.42,2,NDERE
NDEREISLAND,-0.22,34.05,1,NDEREISLAND
NDEREISLAND,-0.22,34.05,2,NDEREISLAND
NDEREMON,0.7,35.8,1,NDEREMON
NDERENTEI,1.08,36.9,1,NDERENTEI
NDERERA,0.53,38.48,1,NDERERA
NDERI,-1.22,36.65,1,NDERI
NDERIA,-0.05,37.78,1,NDERIA
NDERIA,-0.05,37.78,2,NDERIA
NDERIDAM,-3.77,39.55,1,NDERIDAM
NDERISUBLOCATION,-1.22,36.65,1,NDERISUBLOCATION
NDERITUFARM,-0.03,36.95,1,NDERITUFARM
NDERIYOUTHCLUB,-0.45,36.93,1,NDERIYOUTHCLUB
NDEROBOFALLS,-0.48,35.35,1,NDEROBOFALLS
NDEROTOLOLKONIAN,1.07,37.2,1,NDEROTOLOLKONIAN
NDERU,-1.15,36.6,1,NDERU
NDETANI,-2.32,37.97,1,NDETANI
NDETANI,-2.03,37.97,2,NDETANI
NDEYINIPOOL,-0.73,38.9,1,NDEYINIPOOL
NDHIWA,-0.73,34.37,1,NDHIWA
NDHIWA,-0.78,34.4,2,NDHIWA
NDHIWA,-0.78,34.4,3,NDHIWA
NDHIWA,-0.78,34.4,4,NDHIWA
NDHIWA,-0.78,34.53,5,NDHIWA
NDI,-3.23,38.05,1,NDI
NDIAINIONE,-0.57,36.98,1,NDIAINIONE
NDIAINITWO,-0.57,37.98,1,NDIAINITWO
NDIALONGOI,-2.38,36.85,1,NDIALONGOI
NDIANDAYA,0.13,38.23,1,NDIANDAYA
NDIANDAZA,-2.37,38.7,1,NDIANDAZA
NDIANDAZA,-2.45,38.07,2,NDIANDAZA
NDIANGU,-1.52,37.47,1,NDIANGU
NDIANI,-0.08,38.25,1,NDIANI
NDIANI,-0.92,37.82,2,NDIANI
NDIARA,-0.48,37.05,1,NDIARA
NDIARA,-0.3,36.05,2,NDIARA
NDIARA,-0.78,36.07,3,NDIARA
NDIASAMIS,-1.03,34.9,1,NDIASAMIS
NDIGIELDEBE,0.87,37.18,1,NDIGIELDEBE
NDIGIELDEBE,0.87,37.18,2,NDIGIELDEBE
NDIGIRIA,-3.35,39.53,1,NDIGIRIA
DIGIRIGI,-0.9,36.8,1,DIGIRIGI
DIGIRIGI,-0.9,36.8,2,DIGIRIGI
NDIGIROLKIMANIKI,0.7,37.05,1,NDIGIROLKIMANIKI
NDIGWA,-0.03,34.32,1,NDIGWA
NDIKIRAPOSOKOLA,2.07,36.82,1,NDIKIRAPOSOKOLA
NDIKIRMAKANIT,2.15,36.95,1,NDIKIRMAKANIT
NDIKIRNANYUKUE,2.1,36.92,1,NDIKIRNANYUKUE
NDIKIRNCHURA,2.08,36.95,1,NDIKIRNCHURA
NDIKIRNJORA,2.22,36.97,1,NDIKIRNJORA
NDIKIROLOLOROI,2.02,36.93,1,NDIKIROLOLOROI
NDIKIROMUNY,2.1,36.97,1,NDIKIROMUNY
NDIKO,-0.9,36.82,1,NDIKO
GITARO,-0.73,37.07,2,GITARO
GITARO,-0.73,37.07,3,GITARO
GITARO,-0.73,37.07,4,GITARO
NDILAESTATE,-1.48,37.03,1,NDILAESTATE
NDILE,-3.03,38.48,1,NDILE
NDILI,-2.03,38.2,1,NDILI
NDILI,-2.05,38.2,2,NDILI
NDILI,-2.05,38.22,3,NDILI
NDILILI,-1.92,38.35,1,NDILILI
NDALILIDAM,-1.92,38.35,1,NDALILIDAM
NDALILIDAM,-1.92,38.35,2,NDALILIDAM
DILIU,-2.15,38.22,1,DILIU
DILIU,-2.15,38.22,2,DILIU
ISOU,-0.8,38.32,1,ISOU
ISOU,-0.8,38.32,2,ISOU
NDILOIFARM,0.07,36.23,1,NDILOIFARM
NDIMAINI,-0.52,37.13,1,NDIMAINI
NDIMAMPURIA,0.08,37.87,1,NDIMAMPURIA
NDIMANCHUGU,0.07,37.78,1,NDIMANCHUGU
NDIMINIEEKIO,-1.7,35.92,1,NDIMINIEEKIO
NDIMISUBLOCATION,-0.05,37.27,1,NDIMISUBLOCATION
NDINDIKASETTLEMENT,0.45,36.03,1,NDINDIKASETTLEMENT
NDINDIRUKU,-0.72,37.43,1,NDINDIRUKU
NDIONI,-1.1,36.6,1,NDIONI
NDIOSDAM,-1.07,37.32,1,NDIOSDAM
NDIRA,-0.05,34.35,1,NDIRA
NDIRGIRBU,1.92,37.15,1,NDIRGIRBU
NDIRGIRBU,1.92,37.15,2,NDIRGIRBU
MORUNDIRIN,2.47,35.2,1,MORUNDIRIN
MORUNDIRIN,2.47,35.2,2,MORUNDIRIN
NDIRINDERA,-0.05,38.68,1,NDIRINDERA
NDIRU,-0.07,34.52,1,NDIRU
NDISI,-0.68,34.35,1,NDISI
NDITHA,-1.25,37.47,1,NDITHA
NDITHINI,-1.58,37.7,1,NDITHINI
NDITHINI,-1.58,37.7,2,NDITHINI
NDITHINISUBLOCATION,-1.55,37.73,1,NDITHINISUBLOCATION
NDITUNI,-1.92,38.98,1,NDITUNI
NDITUNIDAM,-1.68,37.38,1,NDITUNIDAM
NDITUNISUBLOCATION,-1.55,37.48,1,NDITUNISUBLOCATION
NDIUINI,-1.1,36.58,1,NDIUINI
NDIUINISUBLOCATION,-1.1,36.58,1,NDIUINISUBLOCATION
NDIUNI,-2.03,37.47,1,NDIUNI
NDIVI,0.12,38.9,1,NDIVI
NDIVISI,0.72,34.82,1,NDIVISI
NDIVISI,0.7,34.82,2,NDIVISI
NDIVISILOCATION,0.55,34.72,1,NDIVISILOCATION
NDIVISISUBLOCATION,0.75,34.78,1,NDIVISISUBLOCATION
NDIWA,-0.9,34.28,1,NDIWA
NDOBWANAINJU,0.27,37.82,1,NDOBWANAINJU
NDOINET,-0.43,35.52,1,NDOINET
NDOINYOTI,-2.28,37.05,1,NDOINYOTI
NDOKI GOD,-0.63,34.55,1,NDOKI GOD
NDOKOKO,-4.02,38.93,1,NDOKOKO
NDOKOKO,-4.02,38.95,2,NDOKOKO
MAJIYAMOTO,0.25,36.2,1,MAJIYAMOTO
MAJIYAMOTO,0.25,36.2,2,MAJIYAMOTO
NDOLELI,0.37,38.08,1,NDOLELI
NDOLO,-1.2,37.92,1,NDOLO
NDOLO,-1.85,37.42,2,NDOLO
NDOLO,-1.87,37.47,3,NDOLO
NDOLOCORNER,-1.2,37.92,1,NDOLOCORNER
NDOLOCORNER,-1.2,37.92,2,NDOLOCORNER
NDOLAGA,-1.92,38.28,1,NDOLAGA
NDOLAGA,-1.92,38.28,2,NDOLAGA
NDOLONGWE,-1.1,38.43,1,NDOLONGWE
NDOMBAVETERINARYSTATION,-0.58,37.03,1,NDOMBAVETERINARYSTATION
NDOME,-3.3,38.48,1,NDOME
NDONDOL,1.3,36.65,1,NDONDOL
NDONGA,-0.87,37.07,1,NDONGA
NDONGORO,-1.23,36.7,1,NDONGORO
NDONONI,-1.78,37.45,1,NDONONI
NDONYO,-0.95,34.63,1,NDONYO
NDONYO,-0.95,34.63,2,NDONYO
NDONYONGARA,0.38,35.35,1,NDONYONGARA
NDONYU,-0.45,34.22,1,NDONYU
NDO RIVER,-0.75,38.22,1,NDO RIVER
NDO RIVER,-0.75,38.22,2,NDO RIVER
NDOOA,-1.27,38.22,1,NDOOA
NDOONI,-1.07,37.8,1,NDOONI
NDOONIDAM,-1.08,37.77,1,NDOONIDAM
NDOPA,-1.88,36.6,1,NDOPA
NDOR,0.23,34.2,1,NDOR
